Location,Primary_Culture,All_Cultures,Primary_Religion,All_Religions,Pop_Types
shangcheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shangdang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shangdu,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
shanggao,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
shanghai,wu_culture,wu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
shanghang,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
shanghe,jilu_culture,jilu_culture;hui_muslim_culture;jiaodong_culture,sunni,sunni;sanjiao,peasants;clergy
shangjin,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
shanglin,yao_china_culture,yao_china_culture;guinan_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;sanjiao;moism,tribesmen;peasants;clergy
shangluo,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
shangnan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
shangrao,jiangshan_culture,jiangshan_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
shangshui,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shangsi,yao_china_culture,yao_china_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
shangxi,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
shangyou,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
shangyu,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
shangyuan,hui_muslim_culture,hui_muslim_culture;jianghuai_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
shangzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
shansu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shanxian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shanyang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
shanyang_huaian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
shanyang_yingzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shanyin,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shaowu,jianning_culture,jianning_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
shaoxing,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
shaoyang,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
shaxi,mongolian_culture,mongolian_culture;yi_culture;hmong_culture;shu_culture;zhuang_culture,sanjiao,sanjiao;hmongism;moism;bimoism,tribesmen;slaves;peasants;clergy
shaxian,jianning_culture,jianning_culture,sanjiao,sanjiao,peasants;clergy
shayang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
shazhou,liang_culture,liang_culture,sanjiao,sanjiao,peasants;clergy
shehong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
shengxian,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
shenmu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shenqiu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shenshui,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
shenwu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shenxian,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
shexian,jixi_culture,jixi_culture,sanjiao,sanjiao,peasants;clergy
shexian_cizhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shicheng,gaozhou_culture,gaozhou_culture;leizhou_culture,sanjiao,sanjiao,peasants;clergy
shicheng_jizhou,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
shicheng_ningdu,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
shidai,mongolian_culture,mongolian_culture;xuanzhou_culture,tibetan_buddhism,tibetan_buddhism;sanjiao,peasants;clergy
shidian,yi_culture,yi_culture;tai_nua_culture;bai_culture,theravada,theravada;bimoism;satsana_phi,tribesmen;clergy
shifang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
shilong,gaozhou_culture,gaozhou_culture;huazhou_culture,sanjiao,sanjiao,peasants;clergy
shilou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shimen,changde_culture,changde_culture;mongolian_culture;tujia_culture,sanjiao,sanjiao;tengri;nuo_religion,tribesmen;peasants;clergy
shimen_poyang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
shimian,yi_culture,yi_culture;khampa_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;bimoism;sanjiao,tribesmen;peasants;clergy
shinan,mongolian_culture,mongolian_culture;tujia_culture;shu_culture;hmong_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
shipai,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
shiping,yi_culture,yi_culture;bai_culture;hani_culture,bimoism,bimoism;hani_religion,tribesmen;clergy
shiqian,gelao_culture,gelao_culture;kam_culture;mongolian_culture;hmong_culture,kam_religion,kam_religion;hmongism;sanjiao;tengri,tribesmen;slaves;clergy
shiquan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
shiquan_maozhou,rma_culture,rma_culture;shu_culture,sanjiao,sanjiao;rmaism,tribesmen;peasants;clergy
shishou,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
shixi,tujia_culture,tujia_culture,nuo_religion,nuo_religion,tribesmen;peasants;clergy
shixing,kejia_culture,kejia_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
shizhao,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
shizhou,tujia_culture,tujia_culture;shu_culture,sanjiao,sanjiao;nuo_religion,tribesmen;peasants;clergy
shizhu,mongolian_culture,mongolian_culture;tujia_culture;shu_culture,sanjiao,sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
shizilu,zhongyuan_culture,zhongyuan_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
shizong,yao_china_culture,yao_china_culture;yi_culture;bai_culture;hmong_culture;zhuang_culture,hmongism,hmongism;yao_religion;bimoism;moism,tribesmen;clergy
shouchun,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shouguang,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
shouyang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shouzhang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shuangliu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
shuangshui,yuehai_culture,yuehai_culture,sanjiao,sanjiao,peasants;clergy
shuangxi,taizhou_wu_culture,taizhou_wu_culture;ouhai_culture,sanjiao,sanjiao,peasants;clergy
shucheng,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
shuicheng,yi_culture,yi_culture;mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism;bimoism,tribesmen;clergy
shuihu,zhongyuan_culture,zhongyuan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
shuihui,hlai_culture,hlai_culture,satsana_phi,satsana_phi,tribesmen;clergy
shuiluo,liang_culture,liang_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
shuitejiang,tujia_culture,tujia_culture,nuo_religion,nuo_religion,tribesmen;peasants;clergy
shuixi,mongolian_culture,mongolian_culture;yi_culture;hmong_culture;zhuang_culture;gelao_culture,sanjiao,sanjiao;hmongism;moism;bimoism,tribesmen;slaves;clergy
shulu,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
shunchang,jianning_culture,jianning_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
shunde,yuehai_culture,yuehai_culture,sanjiao,sanjiao,peasants;clergy
shunning,yi_culture,yi_culture;tai_nua_culture;bai_culture,theravada,theravada;bimoism;satsana_phi,tribesmen;clergy
shunsheng,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shunyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
shunyi,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
shuyang,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
sicheng,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
sien,maonan_culture,maonan_culture;zhuang_culture,moism,moism;satsana_phi,tribesmen;clergy
sienzhou,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
sihui,guangxin_culture,guangxin_culture,sanjiao,sanjiao,peasants;clergy
sime,tai_lu_culture,tai_lu_culture;tai_nua_culture;yi_culture,theravada,theravada;bimoism;satsana_phi,tribesmen;clergy
siming,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
siraya,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
sishui,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
situo,tai_lu_culture,tai_lu_culture;bo_culture;yi_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
songming,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
songxi,chuzhou_culture,chuzhou_culture;jianning_culture,sanjiao,sanjiao,peasants;clergy
songyang,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
songzhou,kharchin_culture,kharchin_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
songzhou_songpan,amdowa_culture,amdowa_culture;mongolian_culture;rma_culture;shu_culture,bon,bon;tibetan_buddhism;sanjiao;rmaism,tribesmen;peasants;clergy
songzhou_songzhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
songzi,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
squliq,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
suian,jixi_culture,jixi_culture,sanjiao,sanjiao,peasants;clergy
suichang,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
suide,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
suidong,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
suining,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
suining_jing,laoxiang_culture,laoxiang_culture;mongolian_culture;hmong_culture,hmongism,hmongism;sanjiao,tribesmen;peasants;clergy
suining_pizhou,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
suiping,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
suixi,leizhou_culture,leizhou_culture;wuchuan_culture,sanjiao,sanjiao,peasants;clergy
suixian,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
suiyang,mongolian_culture,mongolian_culture;hmong_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;hmongism;sanjiao,tribesmen;peasants;clergy
suiyang_guide,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
suning,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
suqian,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
susong,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
suxi,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
suzhou,yi_culture,yi_culture;khampa_culture;mongolian_culture,tibetan_buddhism,tibetan_buddhism;bimoism,tribesmen;slaves;clergy
suzhou_fengyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
suzhou_gansu,liang_culture,liang_culture,sanjiao,sanjiao,peasants;clergy
taigong,kam_culture,kam_culture;mongolian_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
taigu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
taihe,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
taihe_dali,bai_culture,bai_culture;hui_muslim_culture,sunni,sunni;mahayana,burghers;nobles;peasants;clergy
taihe_taihe,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
taihu,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
taikang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
taining,jianning_culture,jianning_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
taipengruodong,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
taiping,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
taiping_jiangzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
taiping_ningguo,xuanzhou_culture,xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
taipingzhuang,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
taixing,tongtai_culture,tongtai_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
taizhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
takbanuao,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
takitudu,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
taktsang,amdowa_culture,amdowa_culture,bon,bon;tibetan_buddhism,tribesmen;peasants;clergy
talang,tai_lu_culture,tai_lu_culture;bo_culture;tai_nua_culture;yi_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
tanchang,qin_culture,qin_culture,sanjiao,sanjiao,tribesmen;peasants;clergy
tancheng,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
tangcheng,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
tangdan,yi_culture,yi_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;bimoism;sanjiao,tribesmen;slaves;clergy
tanghe,zhongyuan_culture,zhongyuan_culture;chu_culture,sanjiao,sanjiao,peasants;clergy
tangxian,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
tangxing,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
tangyi,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
tangyin,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
tanjin,guangxin_culture,guangxin_culture,sanjiao,sanjiao,peasants;clergy
taokas,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
taoyuan,changde_culture,changde_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
taoyuan_huaian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
tengchong,ngacang_culture,ngacang_culture;lisu_culture;tai_nua_culture,lisu_religion,lisu_religion;ngacang_religion;satsana_phi,tribesmen;clergy
tengdong,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
tengxian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
tewo,amdowa_culture,amdowa_culture;qin_culture;tebbu_culture;mongolian_culture,bon,bon;tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
tianchang,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
tiancheng,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
tianping,changde_culture,changde_culture;mongolian_culture;tujia_culture,sanjiao,sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
tiantai,taizhou_wu_culture,taizhou_wu_culture,sanjiao,sanjiao,peasants;clergy
tianzhou,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
tianzhu,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
tiaoxian,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
tixi,tujia_culture,tujia_culture;kam_culture;hmong_culture,kam_religion,kam_religion;hmongism;nuo_religion,tribesmen;peasants;clergy
tongan,minnan_culture,minnan_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
tongan_lijiang,nashi_culture,nashi_culture;bai_culture,dongba_religion,dongba_religion;mahayana,tribesmen;nobles;slaves;clergy
tongbai,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
tongcheng_anqing,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
tongcheng_wuchang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
tongchuan_dazhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
tongdao,kam_culture,kam_culture,kam_religion,kam_religion,tribesmen;clergy
tongdao_rongzhou,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture;mulam_culture;kam_culture;maonan_culture,mulam_religion,mulam_religion;maonan_religion;hmongism;kam_religion;moism;tengri,tribesmen;clergy
tongdi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
tonggu,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
tonggu_liping,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
tongguan_tongchuan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
tongguan_yuanjiang,tai_lu_culture,tai_lu_culture;bo_culture;tai_nua_culture;yi_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
tonghai,yi_culture,yi_culture;bai_culture;dai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
tongjiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
tongle,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
tongliang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
tongling,jianghuai_culture,jianghuai_culture;xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
tonglu,yue_wu_culture,yue_wu_culture,sanjiao,sanjiao,peasants;clergy
tongren,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
tongshan,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
tongwancheng,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
tongwei,liang_culture,liang_culture,sanjiao,sanjiao,peasants;clergy
tongxu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
tongzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
truku,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
tso_gon,amdowa_culture,amdowa_culture,bon,bon;tibetan_buddhism,tribesmen;peasants;clergy
tsou,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
tunliu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
tunxi,tunxi_culture,tunxi_culture,sanjiao,sanjiao,peasants;clergy
uraqai,mongolian_culture,mongolian_culture;tumed_culture,tengri,tengri,tribesmen;peasants;clergy
wadian,ngacang_culture,ngacang_culture;tai_nua_culture;lisu_culture,lisu_religion,lisu_religion;ngacang_religion;satsana_phi,tribesmen;clergy
wanan,kejia_culture,kejia_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
wanan_wananjun,hlai_culture,hlai_culture;qiong_culture,satsana_phi,satsana_phi;sanjiao,tribesmen;peasants;clergy
wangjiang,hui_muslim_culture,hui_muslim_culture;gan_culture,sunni,sunni;sanjiao,peasants;clergy
wangmu,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
wannian,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
wanping,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
wanqiu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
wanquan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
wanzai,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
wanzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
wanzhou_baoding,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
watang,tubai_culture,tubai_culture;zhuang_culture,moism,moism;sanjiao,tribesmen;peasants;clergy
weichu,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
weihai,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
weimo,yi_culture,yi_culture;bai_culture;zhuang_culture,bimoism,bimoism;moism,tribesmen;clergy
weinan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
weining,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
weiqing,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
weishi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
weixian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
weiyuan,yi_culture,yi_culture;tai_lu_culture;tai_nua_culture;bai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
weiyuan_jiading,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
weiyuan_lintao,liang_culture,liang_culture,sanjiao,sanjiao,peasants;clergy
wenan,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
wenchang,hlai_culture,hlai_culture;qiong_culture,satsana_phi,satsana_phi;sanjiao,tribesmen;peasants;clergy
wenchuan,amdowa_culture,amdowa_culture;mongolian_culture;rma_culture;shu_culture,bon,bon;tibetan_buddhism;sanjiao;rmaism,tribesmen;peasants;clergy
wendeng,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
wengshui,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
wengyuan,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
wenling,taizhou_wu_culture,taizhou_wu_culture,sanjiao,sanjiao,peasants;clergy
wenquan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wenshan,rma_culture,rma_culture;shu_culture,sanjiao,sanjiao;rmaism,tribesmen;slaves;peasants;clergy
wenshang,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
wenshui,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wenxi,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
wenxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wenxian_gongchang,qin_culture,qin_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
wenxiang,zhongyuan_culture,zhongyuan_culture;qin_culture,sanjiao,sanjiao,peasants;clergy
wuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wucao,yi_culture,yi_culture;bai_culture;zhuang_culture,bimoism,bimoism;moism,tribesmen;clergy
wuchang,gan_culture,gan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
wuchuan,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
wuchuan_huazhou,leizhou_culture,leizhou_culture;wuchuan_culture,sanjiao,sanjiao,peasants;clergy
wuchuan_sinan,gelao_culture,gelao_culture;tujia_culture;shu_culture;hmong_culture,hmongism,hmongism;sanjiao;nuo_religion,tribesmen;peasants;clergy
wudang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
wudi,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
wufeng,tujia_culture,tujia_culture,nuo_religion,nuo_religion,tribesmen;peasants;clergy
wugang,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
wuhe,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
wuhu,jianghuai_culture,jianghuai_culture;xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
wuji,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
wujiang,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
wujiang_bozhou,gelao_culture,gelao_culture;hmong_culture;shu_culture,hmongism,hmongism;sanjiao,tribesmen;slaves;clergy
wujiang_yingtian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
wujin,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
wujing,bai_culture,bai_culture,mahayana,mahayana,peasants;clergy
wulian,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
wuling,changde_culture,changde_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
wulong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
wuluo,hmong_culture,hmong_culture,hmongism,hmongism,tribesmen;clergy
wumeng,yi_culture,yi_culture;hui_muslim_culture;shu_culture,sunni,sunni;bimoism;sanjiao,tribesmen;slaves;clergy
wuning,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
wuping,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
wuping_daning,jurchen_culture,jurchen_culture,tungusic_shamanism,tungusic_shamanism,tribesmen;peasants;clergy
wuqiao,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
wuqing,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
wusa,yi_culture,yi_culture;mongolian_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
wushan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
wutun,guangxin_culture,guangxin_culture,sanjiao,sanjiao,peasants;clergy
wuwei,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
wuxi,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
wuxian,wu_culture,wu_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
wuxian_liuzhou,guinan_culture,guinan_culture;mongolian_culture;zhuang_culture,sanjiao,sanjiao;moism,tribesmen;peasants;clergy
wuxiang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wuxing,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
wuyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
wuyi,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
wuyi_jinhua,wuzhou_culture,wuzhou_culture;chuzhou_culture;she_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
wuyuan_huizhou,tunxi_culture,tunxi_culture;qiwu_culture,sanjiao,sanjiao,peasants;clergy
wuyuan_nanning,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
wuzhai,tujia_culture,tujia_culture;hmong_culture,hmongism,hmongism;nuo_religion,tribesmen;slaves;clergy
wuzhi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
wuzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
xiabancheng,kharchin_culture,kharchin_culture;yan_culture;jurchen_culture,sanjiao,sanjiao;tungusic_shamanism;tengri,tribesmen;peasants;clergy
xiacai,zhongyuan_culture,zhongyuan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
xiajiang,sui_culture,sui_culture;mongolian_culture;hmong_culture;kam_culture;maonan_culture,maonan_religion,maonan_religion;hmongism;kam_religion;sui_religion;tengri,tribesmen;clergy
xiajin,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
